@relation DATASET
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute f21 real
@attribute f22 real
@attribute f23 real
@attribute f24 real
@attribute f25 real
@attribute f26 real
@attribute f27 real
@attribute f28 real
@attribute f29 real
@attribute f30 real
@attribute f31 real
@attribute f32 real
@attribute f33 real
@attribute f34 real
@attribute f35 real
@attribute CLASS {car,noncar}

@data
-0.2,1.375,1.319,0.827,1.453,-0.001,-0.018,0.45,-0.595,0.064,0.529,0.176,-0.0,1.268,-1.272,0.735,1.318,-0.023,0.011,1.378,1.127,0.197,1.251,-0.447,0.086,1.33,-0.195,-0.033,-1.297,0.272,-0.02,0.269,-0.476,0.0,0.184,-0.134,car
-0.981,-0.568,-1.112,-0.704,-0.323,0.001,-0.006,-0.237,0.039,0.336,-0.341,-0.832,-0.53,-0.597,0.521,0.007,-0.611,-0.182,-0.38,-1.309,-0.466,0.615,-0.639,-0.054,0.042,-0.667,-0.195,-0.002,-0.077,0.0,-0.93,0.941,-0.151,0.741,-0.354,0.408,car
0.002,0.525,1.643,-0.002,1.389,0.486,-0.047,1.316,0.673,0.041,0.094,0.294,0.992,1.118,-1.144,-0.494,0.933,0.007,0.002,1.309,1.095,-0.292,1.07,0.904,-0.521,1.392,-0.062,0.122,-0.28,-0.166,-0.344,0.717,-0.314,0.71,0.049,0.315,car
0.443,-1.054,-0.788,0.448,-1.02,-0.161,0.0,-0.984,-0.468,-0.245,-0.558,0.166,-0.002,-0.807,0.905,0.001,-0.611,-0.076,0.059,-0.758,-0.784,-0.068,-0.82,0.947,0.458,-0.329,0.606,0.018,-0.89,-0.345,0.143,1.053,-1.125,0.174,-1.295,0.023,car
0.568,0.403,-1.274,-0.23,-0.259,-0.043,-0.439,0.36,0.039,0.009,-0.123,0.052,0.014,-0.236,0.008,-0.181,-0.225,0.003,-0.871,-1.171,-0.211,0.012,-0.288,0.528,-0.195,-1.773,-1.397,0.494,-0.89,-0.0,0.116,1.724,2.282,-0.572,2.066,0.199,car
0.509,0.403,-0.626,-0.34,0.628,0.388,0.001,0.838,0.166,-0.248,0.311,-0.079,-0.186,0.306,-0.504,-0.24,0.161,0.444,-0.028,-0.551,0.267,0.654,0.233,0.528,0.011,-1.189,-1.264,0.318,-0.483,-0.032,0.18,-1.075,1.309,0.462,1.125,0.0,car
-0.031,0.768,0.347,0.55,0.375,-0.0,0.015,0.629,-0.215,-0.16,0.311,-0.23,0.149,0.065,-0.376,0.001,0.161,0.024,0.012,0.482,-0.084,-0.162,0.001,0.011,-0.0,-0.175,-1.798,-0.002,1.753,-0.147,0.053,0.605,1.958,0.232,1.931,0.56,car
0.014,-0.932,-1.598,0.754,-2.415,0.149,-0.435,-1.761,-0.975,0.213,-1.427,-0.002,0.278,-1.499,2.057,0.577,-1.382,-0.008,-0.98,-1.86,-1.581,-0.189,-1.313,0.0,0.041,-1.158,2.342,0.025,-0.077,0.001,-0.283,-1.299,-1.449,0.049,-1.698,-0.017,noncar
0.003,-1.175,-0.464,-0.266,-0.386,0.352,-0.721,-0.387,0.292,-0.0,-0.341,0.047,0.031,-0.537,0.393,-0.0,-0.611,0.117,0.012,-0.344,-0.307,0.188,-0.571,-0.0,-0.008,-0.544,0.339,-0.531,-1.297,-0.195,-0.004,0.829,-0.314,-0.01,-0.354,-0.103,noncar
0.587,-0.568,0.022,-0.033,0.185,-0.001,0.727,-0.596,-0.342,0.013,0.529,-0.001,0.0,-0.326,0.265,-0.391,-0.225,0.0,0.001,0.689,-0.37,0.813,-0.441,0.915,0.004,-0.052,0.339,-0.255,1.143,-0.665,0.002,0.381,-0.962,0.028,-0.354,0.0,noncar
0.005,-0.325,-0.95,0.003,-0.323,0.229,-0.036,-0.476,-0.342,-0.131,-0.123,0.0,0.251,-0.898,0.905,-0.003,-0.996,-0.848,0.59,-0.62,-0.944,0.006,-0.854,0.015,-0.077,-1.589,-1.397,0.135,0.33,-0.028,-0.779,0.493,1.958,0.356,1.797,0.445,noncar
0.981,0.282,0.833,-0.179,0.755,-0.283,0.013,1.376,0.673,-0.184,0.094,-0.41,0.112,0.546,-0.76,-0.065,0.547,-0.626,0.0,0.689,0.808,0.378,0.482,0.264,0.001,1.207,-0.73,-0.024,0.33,0.706,-0.144,-0.739,0.66,0.025,0.722,-0.371,car
-0.107,-0.69,-1.598,0.967,-1.401,-0.321,0.241,-0.775,-0.342,0.001,-0.341,0.203,0.017,-1.228,1.417,-0.162,-0.996,-0.04,-0.009,-1.309,-1.326,-0.017,-1.097,-0.083,-0.124,-2.019,-1.397,-0.001,-1.093,0.692,-0.025,-0.739,2.12,-0.286,1.797,0.01,noncar
-0.895,1.982,0.184,-0.0,1.136,0.049,-0.156,0.838,-0.088,-0.216,0.094,-0.107,0.151,0.727,-0.888,0.31,0.547,-0.266,0.087,0.069,0.649,0.415,0.685,-0.903,0.476,-0.452,-0.997,0.001,0.94,-0.072,0.904,-0.627,0.822,0.0,0.99,0.044,car
-0.232,-0.811,-0.626,0.344,-1.02,-0.862,-0.971,-0.865,-0.468,-0.066,-0.558,0.08,-0.007,-0.627,0.649,-0.796,-0.611,0.214,0.45,-0.827,-0.784,-0.071,-0.69,0.16,-0.0,0.101,0.873,-0.951,2.566,-0.0,-0.0,-1.187,-1.287,0.743,-1.429,-0.403,car
0.063,-0.568,0.347,-0.0,0.058,-0.014,0.012,0.002,-0.088,-0.083,-0.123,0.519,-0.038,-0.146,-0.12,0.0,-0.225,0.918,-0.047,0.138,0.012,0.682,-0.215,0.464,0.841,0.47,-0.062,-0.087,0.127,-0.261,-0.07,-0.291,-0.314,0.488,-0.354,0.016,car
-0.028,-0.447,-0.302,0.081,-0.64,-0.735,-0.011,-0.357,0.292,0.123,-0.123,-0.209,0.002,-0.988,1.033,0.202,-0.996,-0.997,0.347,-0.207,-0.975,0.243,-0.911,-0.676,0.849,-0.237,-1.13,0.011,-0.483,-0.002,0.056,-0.739,1.958,0.86,1.797,0.084,noncar
0.009,-0.447,0.347,0.046,0.185,0.09,0.121,-0.237,0.292,0.0,0.311,0.095,-0.763,-0.176,0.136,0.369,-0.225,0.0,0.414,0.827,-0.37,-0.001,-0.288,-0.895,-0.265,0.316,0.072,-0.757,0.533,-0.325,-0.001,-1.411,-0.638,0.118,-0.085,0.937,noncar
-0.324,1.011,-0.302,0.826,0.882,-0.32,0.532,0.838,0.166,0.28,0.311,0.892,0.0,0.486,-0.632,-0.406,0.547,0.088,0.984,-0.413,0.426,0.014,0.414,-0.05,0.175,-1.097,-0.997,0.067,0.33,0.001,0.489,-0.067,0.984,-0.511,1.125,0.0,car
0.269,1.982,1.319,-0.007,1.389,0.186,-0.331,1.615,0.546,0.244,0.311,0.251,-0.33,1.268,-1.144,0.183,1.318,-0.265,-0.006,1.102,1.095,0.804,1.24,-0.106,-0.084,1.085,-0.73,-0.1,-0.28,0.0,0.07,0.381,0.173,-0.213,0.99,0.03,car
-0.216,0.039,0.184,0.0,0.565,0.124,0.0,0.181,1.053,-0.002,0.746,-0.391,0.363,-0.356,0.265,-0.015,-0.225,0.003,-0.127,0.482,-0.53,0.398,-0.464,-0.996,-0.072,0.531,-0.462,0.068,1.753,0.116,0.56,0.941,0.173,-0.542,0.587,0.582,noncar
-0.007,-1.054,-0.14,-0.073,-1.02,-0.005,0.1,-1.313,-0.468,-0.002,-0.558,-0.48,-0.0,-0.627,0.521,-0.487,-0.611,0.607,-0.359,-0.207,-0.593,0.002,-0.662,-0.073,0.141,0.316,1.541,-0.0,0.33,0.115,-0.304,-1.299,-1.449,0.948,-1.698,0.436,noncar
-0.018,0.16,0.995,-0.025,0.882,-0.217,0.986,0.808,0.166,0.574,0.094,-0.314,-0.505,0.637,-0.76,-0.069,0.547,-0.207,0.139,0.896,0.617,0.161,0.583,0.277,-0.454,1.853,-0.596,-0.936,1.347,0.297,0.146,-1.411,0.335,-0.571,0.318,-0.356,car
0.931,1.132,-0.626,0.01,0.058,-0.341,-0.63,0.749,0.166,0.067,0.094,-0.013,-0.408,0.185,-0.376,0.063,0.161,-0.0,-0.494,-0.413,0.33,-0.276,0.085,0.06,0.349,-1.128,-0.997,0.001,0.127,0.036,-0.001,1.948,1.309,0.308,1.394,0.689,car
-0.09,0.403,0.347,0.117,0.375,-0.071,0.068,0.42,-0.215,-0.235,-0.341,0.001,0.002,0.847,-1.016,0.026,0.933,-0.0,0.044,0.0,0.808,0.078,0.883,-0.26,0.003,0.808,0.205,0.06,0.33,-0.633,-0.006,-1.411,0.498,-0.034,-0.623,0.228,noncar
0.628,-0.325,-1.598,-0.074,-1.02,-0.013,-0.0,-0.297,-0.342,0.963,-0.341,-0.308,0.214,-0.657,0.521,0.506,-0.611,-0.062,0.05,-1.171,-0.625,-0.176,-0.667,0.311,-0.167,-1.589,-1.13,0.0,-1.093,-0.004,0.065,-1.299,1.309,0.859,0.99,0.004,car
0.09,-0.204,-1.274,-0.004,-0.132,-0.908,0.61,0.33,0.673,0.527,-0.123,-0.887,-0.257,-0.446,0.265,-0.791,-0.611,-0.074,-0.39,-1.309,-0.275,0.186,-0.492,-0.006,-0.001,-0.943,-0.462,0.021,-0.077,0.31,0.017,-0.403,0.173,0.007,-0.085,0.002,car
-0.04,0.768,2.129,0.005,1.706,0.002,-0.062,1.824,1.053,-0.065,0.529,-0.229,0.338,1.719,-1.4,-0.267,1.704,0.244,0.363,2.342,1.445,-0.203,1.766,-0.0,0.254,0.992,-0.062,-0.053,-1.297,-0.391,0.007,0.045,-0.314,0.718,0.318,0.01,car
-0.891,-1.418,-0.302,0.468,-0.576,-0.361,0.097,-0.327,0.799,-0.637,-0.341,0.047,-0.001,-0.537,0.393,-0.937,-0.611,-0.0,0.178,-0.207,-0.243,-0.002,-0.582,0.001,-0.19,-0.052,1.007,0.363,-0.89,0.33,0.3,0.493,-0.962,0.004,-1.026,0.938,noncar
0.179,1.375,0.995,0.438,-0.132,0.113,0.065,1.137,1.18,0.045,-0.558,0.311,0.99,0.787,-1.016,0.152,0.547,0.33,-0.828,0.758,0.808,0.224,0.787,-0.691,0.034,0.409,0.339,-0.564,-0.077,0.046,0.108,0.829,0.822,-0.207,-0.219,0.106,noncar
0.173,-0.932,0.022,0.771,-0.766,-0.0,-0.4,-1.402,-0.722,-0.001,-0.341,0.005,-0.044,-0.627,0.521,0.001,-0.611,0.012,-0.0,-0.275,-0.593,0.838,-0.656,-0.047,-0.022,0.347,1.541,0.991,0.533,0.117,-0.435,-0.851,-1.449,0.065,-1.698,0.026,noncar
0.997,-0.568,-0.626,-0.429,-0.386,0.08,0.119,0.42,1.433,0.066,-0.341,-0.786,-0.369,-0.356,0.136,0.796,-0.611,-0.423,-0.32,-0.827,-0.243,0.507,-0.379,0.483,-0.01,-0.667,0.205,0.003,0.33,0.025,0.916,-0.067,0.335,0.483,-0.085,0.0,noncar
0.608,0.16,0.184,0.839,-0.386,-0.099,-0.149,-0.207,0.546,0.004,0.529,-0.148,0.157,-0.206,0.136,-0.285,-0.225,-0.332,-0.006,0.482,-0.434,-0.734,-0.333,-0.046,0.199,-0.083,0.205,0.047,0.33,0.262,0.423,-0.963,-0.8,-0.0,-0.354,-0.27,noncar
0.0,0.282,0.184,-0.155,-0.766,0.577,0.013,0.749,1.053,0.276,-0.558,-0.337,0.0,-0.055,-0.248,0.101,-0.225,0.005,-0.013,0.0,-0.179,0.008,-0.073,-0.575,0.184,-0.114,-0.462,0.078,2.16,-0.0,0.702,-0.291,1.796,-0.0,0.99,0.464,noncar
-0.574,-0.447,0.184,-0.277,-0.576,0.001,-0.016,-0.954,-0.468,-0.082,0.529,0.1,0.347,-0.236,0.265,-0.099,-0.225,0.222,-0.061,0.689,-0.593,-0.055,-0.379,-0.04,0.183,0.347,0.473,-0.0,-1.297,0.002,-0.791,-0.403,-1.125,0.0,-0.354,0.005,noncar
0.015,1.982,1.805,0.058,1.706,0.175,0.485,0.898,-0.595,-0.046,-0.775,-0.222,0.088,2.471,-1.784,-0.006,2.476,0.075,0.497,1.447,2.656,-0.0,2.762,0.022,0.071,2.867,1.274,-0.166,0.94,0.642,0.304,-0.291,-0.962,-0.075,-1.698,0.871,noncar
-0.08,0.646,-1.112,-0.001,-0.513,-0.733,-0.049,0.45,0.546,0.217,-0.558,-0.022,0.014,-0.146,-0.248,0.415,-0.225,-0.013,0.111,-1.171,0.139,-0.338,-0.147,-0.079,0.304,-1.158,-0.195,-0.006,-0.89,0.674,-0.132,1.053,1.796,-0.268,0.856,-0.67,noncar
-0.685,-1.054,-0.464,-0.123,-1.02,0.019,-0.042,-1.462,-1.102,-0.0,-0.341,-0.489,-0.85,-0.597,0.649,-0.962,-0.611,0.386,-0.558,-0.344,-0.625,0.32,-0.673,-0.026,0.007,-0.452,1.675,0.834,0.737,-0.837,0.0,-0.627,-1.449,0.097,-1.833,0.502,noncar
-0.001,-0.69,-0.788,-0.316,-0.83,-0.57,0.015,-0.685,-0.342,0.805,-0.341,-0.969,0.187,-1.168,1.289,0.564,-0.996,-0.0,-0.422,-0.964,-1.326,-0.142,-1.063,0.606,0.008,-0.943,-1.13,0.023,-1.093,0.34,-0.009,-1.299,0.66,-0.643,0.587,-0.0,car
-0.058,1.496,1.967,-0.511,1.58,0.057,-0.012,1.974,0.673,-0.614,-0.558,0.003,-0.07,2.802,-1.912,0.818,2.861,-0.329,0.851,1.585,3.07,-0.565,3.096,0.641,0.001,2.621,1.808,-0.003,0.533,0.013,0.343,2.06,-1.449,-0.003,-1.564,-0.0,noncar
0.132,-0.568,-1.598,-0.04,-1.908,-0.075,0.005,-1.432,-0.595,-0.01,-0.993,0.613,-0.144,-1.409,1.801,0.001,-1.382,0.161,0.406,-1.584,-1.581,0.619,-1.245,-0.004,-0.1,-1.435,1.274,0.307,-0.28,-0.086,-0.635,0.045,-1.287,0.482,-1.564,-0.789,car
-0.163,1.375,0.995,0.721,1.453,-0.0,-0.102,0.838,-0.215,-0.839,0.529,0.253,0.368,0.667,-0.76,0.752,0.547,0.752,-0.94,0.965,0.585,0.354,0.595,0.201,-0.191,0.593,-1.13,0.787,2.363,0.669,0.669,-0.963,1.147,-0.01,1.259,-0.449,car
-0.058,0.039,-0.788,0.063,0.185,0.013,0.478,0.51,0.039,0.252,0.094,0.0,0.0,0.005,-0.248,0.626,-0.225,0.48,0.002,-0.62,-0.147,0.129,-0.056,0.541,0.0,-1.281,-1.531,0.0,-0.89,0.052,0.203,-0.403,1.796,0.017,1.931,-0.102,car
0.007,-0.932,0.022,0.699,-0.703,-0.364,0.0,0.032,1.053,0.072,-0.558,0.031,-0.075,-0.687,0.521,-0.012,-0.611,0.012,-0.165,-0.138,-0.53,-0.0,-0.673,-0.234,-0.082,0.439,-0.195,-0.007,0.737,-0.501,-0.11,-0.515,-0.314,0.002,-0.623,0.01,noncar
-0.795,1.739,0.995,0.061,1.136,0.716,0.623,1.107,0.166,0.555,0.311,0.123,-0.001,0.817,-0.888,-0.127,0.933,-0.353,-0.001,0.758,0.808,-0.178,0.77,-0.296,-0.044,0.808,-0.997,-0.362,0.127,0.318,0.367,0.381,0.822,-0.787,1.259,-0.57,car
0.414,-0.447,0.184,-0.432,-0.449,0.209,-0.0,-1.074,-0.849,0.011,0.529,-0.101,0.513,-0.266,0.265,0.0,-0.225,-0.421,0.047,0.896,-0.498,0.044,-0.401,0.075,-0.032,-0.114,0.606,0.02,-1.297,0.118,0.107,0.381,-1.125,0.5,-0.488,0.154,noncar
-0.169,0.768,-0.302,0.0,0.628,-0.056,-0.355,0.838,0.039,0.272,0.311,0.488,0.019,0.336,-0.632,-0.476,0.161,-0.249,0.253,-0.344,0.362,-0.724,0.278,-0.705,0.593,-0.667,-1.13,-0.097,-0.077,0.001,0.256,-0.403,0.984,-0.001,1.259,0.0,car
0.0,-0.204,-0.626,-0.745,-1.02,-0.047,0.014,-1.313,-1.229,-0.703,-0.341,-0.03,-0.08,-0.898,1.161,0.772,-0.996,0.274,-0.012,-0.344,-0.912,-0.186,-0.933,-0.47,-0.004,-0.421,1.14,0.616,0.127,0.067,0.279,0.717,-1.125,-0.259,-1.564,0.546,noncar
-0.232,-0.568,-1.112,-0.806,-0.006,-0.364,-0.857,-0.387,-0.342,0.393,-0.123,0.767,-0.941,-0.476,0.265,-0.027,-0.611,0.002,-0.063,-1.309,-0.307,0.002,-0.503,0.41,-0.0,-1.158,-0.329,0.0,-1.093,-0.955,0.055,-1.299,-0.314,0.023,-0.488,-0.0,car
-0.129,-0.204,-1.274,-0.794,-0.449,-0.813,0.871,0.45,1.053,-0.266,-0.558,0.0,0.021,-0.446,0.136,-0.0,-0.611,0.072,-0.364,-1.171,-0.147,-0.382,-0.435,-0.505,-0.015,-1.466,-0.195,0.009,-1.297,0.001,-0.004,-0.963,1.471,0.297,0.856,0.439,noncar
0.417,-1.297,-0.464,0.538,-0.703,0.159,0.872,-0.506,0.292,0.28,-0.341,-0.008,0.137,-0.597,0.521,0.761,-0.611,0.03,0.073,-0.413,-0.53,-0.0,-0.616,-0.948,0.068,-0.513,0.205,0.868,-0.89,-0.0,0.124,-1.187,-0.8,-0.263,-0.757,0.048,noncar
0.364,-0.082,0.347,0.225,0.058,-0.017,0.772,-0.118,-0.215,-0.092,-0.341,0.013,0.967,-0.055,-0.12,-0.025,-0.225,0.47,-0.037,-0.069,0.267,0.0,-0.13,-0.041,-0.76,0.808,0.072,-0.06,1.143,0.224,-0.56,-0.963,-0.314,0.463,-0.488,-0.0,car
-0.461,1.496,1.319,-0.198,1.009,0.123,0.279,0.689,-0.468,-0.201,0.529,-0.679,0.049,1.449,-1.272,0.09,1.318,-0.045,-0.001,1.24,1.254,0.122,1.432,0.582,0.839,0.501,-0.195,-0.039,0.94,0.1,0.885,1.276,-0.151,0.444,0.318,-0.0,car
0.575,1.739,0.671,-0.48,1.326,-0.019,0.004,0.928,0.039,-0.372,0.311,0.783,0.003,1.118,-1.144,0.902,0.933,-0.15,-0.01,0.482,1.222,0.02,1.104,-0.953,-0.3,1.238,-0.062,0.0,-0.077,-0.092,0.313,0.381,0.011,-0.013,0.318,-0.064,car
-0.178,0.282,0.509,0.656,0.058,-0.825,0.113,0.241,-0.342,0.0,-0.123,0.905,-0.204,0.065,-0.248,-0.719,0.161,0.192,-0.292,0.276,0.203,-0.056,-0.011,0.013,-0.176,0.654,-0.73,0.007,1.753,-0.031,-0.124,-1.411,0.984,0.008,0.722,-0.002,car
-0.0,-0.082,-0.302,0.93,-0.259,0.044,0.065,-0.207,0.292,0.022,-0.123,0.041,-0.754,-0.958,0.905,-0.003,-0.996,-0.052,-0.605,-0.207,-1.039,0.1,-0.899,-0.0,0.388,-0.482,-1.264,0.067,2.16,-0.479,0.02,-0.067,2.282,-0.706,1.931,0.004,noncar
0.093,0.646,1.157,0.646,1.389,0.041,-0.535,0.241,-0.849,-0.237,0.311,-0.019,-0.0,1.238,-1.144,0.434,1.318,0.18,-0.328,1.24,0.968,0.325,1.229,0.396,0.583,1.238,0.072,-0.579,-0.687,0.0,-0.004,-1.187,-0.314,-0.014,-0.219,-0.123,car
-0.294,1.982,1.481,0.184,1.262,-0.139,-0.678,0.958,0.292,-0.022,0.529,-0.279,0.056,1.328,-1.272,0.028,1.318,0.132,0.022,1.585,1.063,-0.0,1.297,0.047,0.036,1.422,0.072,-0.226,2.16,-0.023,0.016,0.381,-0.151,-0.013,0.318,-0.622,car
-0.001,-1.418,-0.302,-0.053,-0.766,-0.94,0.529,2.422,5.49,0.039,10.091,-0.466,0.17,-0.898,0.905,-0.138,-0.996,0.289,0.025,-0.207,1.35,0.752,-0.854,-0.154,-0.481,-0.083,3.545,0.186,-0.483,-0.11,-0.007,-0.403,0.173,-0.203,0.453,0.224,noncar
-0.443,-0.204,-1.598,0.063,-1.527,-0.003,-0.98,-0.984,-0.468,-0.052,-0.558,0.94,0.008,-1.409,1.801,-0.463,-1.382,-0.001,0.003,-1.102,-1.485,0.09,-1.233,0.927,-0.0,-1.804,-1.13,0.434,-0.077,-0.331,0.326,0.493,1.309,0.874,0.99,-0.513,noncar
0.017,0.039,0.671,-0.008,-0.006,0.21,0.002,-0.954,-0.722,0.0,0.311,0.607,-0.004,-0.296,0.265,0.331,-0.225,0.002,0.002,0.827,-0.402,0.193,-0.413,0.015,0.553,0.347,0.473,-0.001,0.737,0.099,-0.095,-0.627,-0.962,-0.178,-0.488,-0.052,noncar
0.887,0.16,-0.464,-0.005,0.882,-0.012,-0.318,0.838,0.419,0.202,0.094,-0.133,-0.112,0.276,-0.504,0.519,0.161,-0.0,-0.04,-0.482,0.33,0.002,0.193,0.276,-0.013,-0.79,-0.73,0.043,-1.093,-0.015,0.244,1.836,0.66,0.012,0.587,-0.293,car
0.471,1.011,1.481,0.014,1.009,-0.132,-0.097,0.958,-0.088,0.0,-0.558,-0.129,-0.662,1.689,-1.528,0.162,1.704,-0.002,0.613,1.171,1.828,0.46,1.846,0.039,-0.229,1.73,0.873,-0.301,0.533,0.733,0.701,0.157,-0.151,0.002,-1.16,-0.209,noncar
0.083,0.768,1.481,-0.027,1.262,0.002,-0.152,1.107,0.419,-0.052,0.311,0.279,0.188,0.877,-1.016,0.0,0.933,-0.731,0.664,1.102,1.127,0.021,0.832,-0.001,0.608,2.006,-0.062,-0.596,-0.483,-0.032,0.301,-0.179,-0.314,0.1,0.049,-0.042,car
0.003,1.375,0.022,-0.321,1.136,-0.001,-0.068,0.779,-0.088,0.975,0.311,0.161,-0.527,0.877,-1.016,-0.146,0.933,-0.105,-0.0,0.069,0.808,0.447,0.827,-0.683,0.318,0.347,-0.73,-0.334,0.33,0.902,-0.298,-0.851,0.498,0.01,0.587,0.412,car
0.251,1.618,1.319,-0.012,1.643,-0.007,-0.263,1.257,0.166,0.313,0.529,-0.197,-0.121,1.509,-1.272,-0.038,1.704,0.882,0.046,1.378,1.254,-0.584,1.495,0.017,0.132,0.716,-0.462,0.0,0.737,-0.259,-0.397,0.941,0.173,-0.029,0.99,0.858,car
0.0,0.039,-0.14,0.131,-0.766,0.775,-0.297,0.51,1.307,-0.108,-0.123,0.308,0.446,-0.476,0.136,0.019,-0.611,-0.262,-0.001,-0.275,-0.561,-0.071,-0.447,-0.12,0.058,0.101,-0.73,-0.099,0.127,-0.736,0.688,-1.187,1.633,-0.0,1.394,-0.116,noncar
-0.228,0.768,1.157,-0.55,1.706,0.432,0.002,1.675,0.799,-0.009,0.311,-0.899,0.38,1.599,-1.4,0.123,1.704,0.512,0.035,1.171,1.668,0.301,1.647,-0.284,0.133,0.992,0.072,-0.384,0.127,0.406,0.009,1.724,-0.151,-0.024,0.453,-0.587,car
-0.059,0.403,-0.626,0.101,0.375,-0.177,0.003,0.45,-0.342,-0.0,0.094,-0.182,-0.92,0.185,-0.376,0.001,0.161,0.221,0.56,-0.551,0.107,-0.416,0.108,0.364,-0.482,-0.851,-1.264,-0.01,-1.093,0.205,-0.909,-0.851,1.147,-0.292,1.259,0.0,car
0.164,0.282,0.184,-0.0,-0.513,-0.405,0.032,0.988,1.56,-0.0,-0.775,-0.479,0.406,-0.176,-0.248,-0.657,-0.225,0.0,-0.131,0.069,-0.115,-0.341,-0.181,-0.202,0.124,0.501,-0.329,0.001,0.127,-0.392,0.176,-0.515,1.147,-0.276,0.587,0.99,noncar
-0.393,1.253,1.157,-0.858,1.77,0.297,0.235,0.091,-1.102,0.002,0.311,0.136,-0.038,1.509,-1.4,0.775,1.704,0.073,0.145,1.24,1.477,-0.765,1.534,-0.45,-0.657,1.33,0.205,0.964,0.737,0.603,-0.159,1.724,-0.151,0.084,0.318,-0.0,car
-0.253,1.253,1.319,-0.006,1.199,-0.0,-0.408,0.898,0.419,0.0,0.529,-0.203,-0.064,1.328,-1.272,0.0,1.318,-0.083,-0.295,1.378,0.872,-0.243,1.285,-0.379,-0.0,1.422,-0.062,0.825,1.143,0.645,0.355,-0.067,-0.314,-0.315,0.318,0.779,car
-0.0,-0.325,-1.112,0.0,-0.386,-0.001,-0.0,0.091,-0.088,0.18,-0.123,-0.11,0.292,-0.055,-0.12,0.53,-0.225,-0.25,0.023,-0.964,0.235,0.007,-0.141,-0.732,0.001,-0.913,-0.195,0.849,-1.297,-0.937,-0.91,1.724,0.011,-0.268,0.318,0.092,car
-0.279,1.375,1.481,0.052,1.643,-0.033,-0.426,1.944,1.053,0.136,0.746,0.834,0.025,1.389,-1.272,0.775,1.318,0.472,-0.001,1.378,1.19,-0.009,1.398,-0.0,0.279,1.638,-0.596,0.1,-0.483,0.478,0.255,1.053,0.011,-0.054,0.722,-0.628,car
0.001,0.039,0.022,0.997,0.185,0.045,-0.476,-0.177,0.799,-0.148,0.311,-0.764,0.023,-0.356,0.393,-0.046,-0.225,0.137,-0.969,0.551,-0.593,0.606,-0.469,0.119,-0.002,0.04,0.072,0.085,2.16,0.0,0.478,-0.179,-0.314,0.163,-0.085,0.026,noncar
-0.225,1.375,0.184,-0.001,1.136,0.017,-0.174,0.779,-0.088,0.087,0.094,-0.015,0.0,0.727,-0.888,-0.312,0.547,-0.028,-0.179,0.138,0.585,-0.145,0.663,0.082,0.662,-0.421,-0.997,0.686,-0.28,-0.001,0.798,-0.403,0.822,-0.0,0.856,0.581,car
0.173,0.039,0.022,0.193,0.185,0.069,-0.195,-0.267,0.166,-0.003,0.311,-0.195,0.387,-0.326,0.265,0.506,-0.225,0.001,-0.121,0.62,-0.466,-0.108,-0.413,0.0,0.444,-0.39,-0.596,0.292,-1.093,0.75,0.076,-0.739,0.011,0.0,0.453,0.047,noncar
0.035,-0.325,-1.274,0.002,-0.386,-0.206,0.077,-0.924,-0.849,0.001,-0.123,-0.065,-0.049,-1.108,1.289,0.022,-0.996,-0.817,0.017,-0.896,-1.007,-0.623,-1.041,0.008,0.024,-1.558,-0.462,-0.091,-1.297,-0.553,0.106,-0.067,0.335,0.05,-0.488,-0.025,noncar
-0.641,1.011,0.509,0.542,1.453,-0.08,0.0,1.346,0.292,0.0,0.311,0.25,-0.0,0.967,-1.016,0.031,0.933,-0.0,0.349,0.276,0.808,0.046,0.906,-0.059,0.063,0.101,-1.13,-0.0,-1.297,0.075,0.821,1.388,0.498,0.644,1.125,0.056,car
-0.008,0.282,-0.14,-0.217,-0.893,-0.12,-0.389,0.629,1.053,-0.406,-0.341,-0.0,-0.052,-0.416,0.008,-0.082,-0.611,0.805,-0.136,-0.207,-0.307,0.44,-0.384,-0.009,0.01,-0.267,-0.73,0.94,-0.28,-0.139,-0.059,-0.627,2.12,0.526,1.394,0.419,noncar
-0.019,-1.054,-1.436,-0.113,-0.64,0.982,-0.136,-1.253,-0.722,0.811,-0.341,0.01,-0.705,-1.259,1.673,0.033,-0.996,-0.0,0.283,-1.584,-1.421,-0.002,-1.171,-0.085,0.0,-1.589,-0.329,0.031,-0.687,-0.588,-0.311,1.948,-0.8,-0.872,-0.219,-0.119,car
0.749,1.132,0.509,-0.002,0.882,0.872,0.001,1.884,1.18,-0.236,0.311,0.369,-0.408,1.088,-1.144,0.248,0.933,0.087,0.208,0.345,1.19,-0.725,1.093,0.296,-0.556,0.685,-0.195,-0.324,-0.89,0.593,0.318,0.269,-0.151,0.187,0.049,0.236,car
0.01,0.889,1.643,0.056,1.58,-0.115,0.165,0.928,-0.088,-0.0,0.529,-0.035,-0.572,1.689,-1.4,0.335,1.704,0.008,-0.003,2.067,1.254,-0.026,1.642,0.991,-0.691,0.9,0.205,-0.278,0.33,0.077,0.962,2.508,-0.314,-0.03,0.722,-0.004,car
